primarypropertytype,taxparcelidentificationnumber,neighborhood,numberofbuildings,numberoffloors,propertygfatotal,propertygfaparking,listofallpropertyusetypes,largestpropertyusetype,energystarscore,steamuse,naturalgas,totalghgemissions,zipcode,longitude,age
K-12 School,7549802085,GREATER DUWAMISH,1,3,204961,0,K-12 School,K-12 School,94.0,False,True,226.06,98108.0,-122.31391,16
Other,7666201147,MAGNOLIA / QUEEN ANNE,1,1,76086,0,Other,Other,,False,True,101.41,98119.0,-122.3783,50
Medical Office,7666202190,MAGNOLIA / QUEEN ANNE,1,5,190000,39000,"Medical Office, Office",Medical Office,1.0,False,True,661.04,98119.0,-122.36033,96
Hotel,7666202317,DOWNTOWN,1,4,122309,0,Hotel,Hotel,8.0,False,True,1060.13,98121.0,-122.35075,62
Other,7666202325,DOWNTOWN,4,3,215476,0,Other,Other,,False,True,639.39,98125.0,-122.34947,28
Hotel,7666202345,DOWNTOWN,1,8,254273,38800,Hotel,Hotel,29.0,False,True,780.84,98121.0,-122.34653,20
Other,7666202420,DOWNTOWN,1,2,69400,0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,,False,True,301.76,98101.0,-122.34211,43
Mixed Use Property,7666202495,DOWNTOWN,1,1,62900,0,"Other, Restaurant, Retail Store",Restaurant,,False,True,377.27,98104.0,-122.33958,123
Small- and Mid-Sized Office,7666202580,DOWNTOWN,1,4,56500,0,"Office, Retail Store",Office,98.0,True,False,44.22,98104.0,-122.33557,109
Warehouse,7666202725,GREATER DUWAMISH,1,4,203504,0,"Non-Refrigerated Warehouse, Other - Services",Non-Refrigerated Warehouse,72.0,False,False,26.39,98134.0,-122.32455,15
Large Office,0656000005,DOWNTOWN,1,3,100734,26731,Office,Office,20.0,False,False,68.24,98121.0,-122.35122,55
Small- and Mid-Sized Office,0656000045,DOWNTOWN,1,4,77662,18504,"Office, Parking",Office,57.0,False,True,68.19,98121.0,-122.35012,42
Large Office,0656000480,DOWNTOWN,1,12,234000,21790,"Financial Office, Laboratory, Office, Parking",Office,39.0,False,True,149.27,98121.0,-122.34599,45
Large Office,9301500000,DOWNTOWN,1,25,369996,0,"Office, Parking",Office,74.0,False,False,172.58,98101.0,-122.33694,34
Retail Store,0659000070,DOWNTOWN,1,10,693450,0,"Office, Retail Store",Retail Store,93.0,True,True,398.19,98101.0,-122.33629,98
Large Office,0659000165,DOWNTOWN,1,33,791396,0,"Lifestyle Center, Office, Other, Parking, Restaurant",Office,89.0,False,True,313.3,98191.0,-122.3343,47
Large Office,0659000235,DOWNTOWN,1,23,747747,205076,"Office, Parking, Restaurant",Office,90.0,False,True,359.11,98101.0,-122.33523,23
Small- and Mid-Sized Office,0659000350,DOWNTOWN,1,10,63409,7757,"Office, Retail Store",Office,90.0,True,False,170.51,98101.0,-122.33665,97
Large Office,0659000365,DOWNTOWN,1,17,204790,30000,"Office, Other - Recreation, Parking, Retail Store",Office,91.0,False,True,100.26,98101.0,-122.33566,93
Small- and Mid-Sized Office,0659000385,DOWNTOWN,1,5,73399,0,"Office, Retail Store",Office,61.0,False,False,26.19,98101.0,-122.33808,107
Large Office,0659000555,DOWNTOWN,1,20,265851,32334,"Office, Parking",Office,90.0,True,False,563.25,98101.0,-122.33725,54
Large Office,0659000750,DOWNTOWN,1,25,758043,228668,"Office, Parking",Office,95.0,False,True,229.25,98121.0,-122.33726,14
Large Office,0660000080,DOWNTOWN,1,12,206000,0,"Office, Parking",Office,91.0,True,False,222.19,98121.0,-122.34112,55
Large Office,0660000650,DOWNTOWN,1,36,824887,154972,"Office, Parking",Office,97.0,False,False,275.54,98101.0,-122.33582,14
Large Office,0660001135,DOWNTOWN,1,16,480840,141600,"Fitness Center/Health Club/Gym, Office, Other, Parking, Restaurant",Office,94.0,False,True,130.73,98101.0,-122.33303,33
Small- and Mid-Sized Office,0939000130,DOWNTOWN,1,7,89550,0,"Office, Retail Store, Social/Meeting Hall",Office,85.0,True,False,51.67,98104.0,-122.33332,123
Small- and Mid-Sized Office,0939000150,DOWNTOWN,1,6,89355,0,"Office, Retail Store",Office,66.0,False,True,31.97,98104.0,-122.33347,123
Large Office,0939000260,DOWNTOWN,1,15,388934,0,Office,Office,89.0,True,False,213.23,98104.0,-122.33288,101
Large Office,0939000335,DOWNTOWN,1,22,384302,0,"Convenience Store without Gas Station, Food Service, Office",Office,98.0,False,False,70.15,98104.0,-122.33497,94
Large Office,0939000355,DOWNTOWN,1,17,378525,84600,"Office, Parking",Office,69.0,True,False,940.47,98104.0,-122.33447,65
Large Office,0939000435,DOWNTOWN,1,47,1323055,0,"Office, Parking, Restaurant",Office,94.0,False,True,318.97,98104.0,-122.33427,40
Large Office,0939000475,DOWNTOWN,1,41,589921,129432,"Office, Parking, Pre-school/Daycare",Office,84.0,False,False,171.52,98104.0,-122.33511,37
Small- and Mid-Sized Office,0939000520,DOWNTOWN,1,6,91091,1392,"Office, Parking",Office,,True,False,46.56,98104.0,-122.33588,73
Large Office,0942000025,DOWNTOWN,1,8,157941,62993,"Office, Parking",Office,81.0,False,False,26.1,98101.0,-122.33664,55
Large Office,0942000030,DOWNTOWN,1,29,635303,197231,"Office, Parking",Office,95.0,True,False,139.72,98101.0,-122.33674,32
Large Office,0942000050,DOWNTOWN,1,34,776762,162604,"Office, Parking",Office,81.0,False,True,231.32,98101.0,-122.33533,43
Large Office,0942000140,DOWNTOWN,1,14,186768,23775,"Data Center, Office, Parking",Office,95.0,True,False,218.53,98101.0,-122.33456,51
Large Office,0942000300,DOWNTOWN,1,49,1123435,368980,"Financial Office, Food Sales, Office, Other, Parking",Office,89.0,False,True,627.87,98154.0,-122.33388,54
Large Office,0942000345,DOWNTOWN,1,37,1052469,164420,"Convenience Store without Gas Station, Data Center, Financial Office, Fitness Center/Health Club/Gym, Office, Other, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant",Office,93.0,False,False,287.32,98104.0,-122.33319,21
Large Office,0942000365,DOWNTOWN,1,42,617684,171500,"Financial Office, Office, Parking, Retail Store",Office,28.0,True,False,546.65,98164.0,-122.33165,50
Large Office,0942000550,DOWNTOWN,1,8,201480,0,"Non-Refrigerated Warehouse, Office, Retail Store",Office,91.0,True,False,175.95,98104.0,-122.33261,116
Large Office,0942000720,DOWNTOWN,1,63,1354987,159600,"Office, Parking",Office,89.0,False,False,429.27,98104.0,-122.32988,33
Large Office,0942000750,DOWNTOWN,1,14,310490,0,"Data Center, Office, Other",Office,,False,True,380.37,98104.0,-122.32919,22
Large Office,0942000810,DOWNTOWN,1,8,199530,30660,"Office, Other, Parking, Restaurant",Office,69.0,False,True,298.61,98104.0,-122.32971,20
Large Office,0942001105,DOWNTOWN,1,13,372242,52703,"Office, Parking",Office,98.0,False,True,216.24,98104.0,-122.32854,17
Large Office,0942001150,DOWNTOWN,1,7,114395,8296,Office,Office,99.0,False,True,70.17,98104.0,-122.32812,114
Retail Store,1142000075,NORTHEAST,1,2,89200,0,Retail Store,Retail Store,83.0,False,True,89.47,98105.0,-122.31278,45
Large Office,1142000280,NORTHEAST,1,23,474546,0,Office,Office,77.0,False,False,198.34,98195.0,-122.31466,52
Other,1142000290,NORTHEAST,1,5,36000,0,Data Center,Data Center,96.0,False,False,209.41,98185.0,-122.31512,54
Small- and Mid-Sized Office,1142000500,NORTHEAST,1,5,99005,0,Office,Office,70.0,False,True,119.03,98105.0,-122.31626,62
Large Office,1142000530,NORTHEAST,1,6,135051,44248,"Office, Parking",Office,88.0,False,False,30.86,98105.0,-122.31689,21
Large Office,1142000550,NORTHEAST,1,5,220649,82720,"Office, Parking",Office,93.0,False,False,49.12,98105.0,-122.31741,21
Self-Storage Facility,0660001580,DOWNTOWN,1,5,93660,0,Self-Storage Facility,Self-Storage Facility,,False,False,6.09,98101.0,-122.33238,59
Large Office,0660002054,DOWNTOWN,1,18,413715,64660,"Office, Parking",Office,79.0,False,False,168.88,98101.0,-122.33086,43
Mixed Use Property,0660002381,DOWNTOWN,1,11,381381,195621,"Fitness Center/Health Club/Gym, Office, Parking",Parking,94.0,False,True,72.42,98101.0,-122.3306,23
Large Office,0660002410,DOWNTOWN,1,20,497513,118744,"Office, Parking",Office,65.0,False,True,197.19,98101.0,-122.32965,35
Large Office,0694000205,DOWNTOWN,1,24,543876,116721,"Office, Parking",Office,79.0,False,False,176.43,98121.0,-122.34244,44
Mixed Use Property,0695000135,DOWNTOWN,1,4,109347,38700,"Laboratory, Office, Parking",Laboratory,,False,True,91.13,98121.0,-122.3545,43
Large Office,0695000335,DOWNTOWN,1,6,396626,124216,"Office, Parking",Office,64.0,False,False,141.95,98121.0,-122.352,41
Large Office,0696000175,DOWNTOWN,1,6,287471,83591,"Office, Other, Other - Restaurant/Bar, Parking",Office,74.0,False,False,103.97,98121.0,-122.34369,21
Large Office,0697000064,DOWNTOWN,1,3,192630,48512,"Office, Parking",Office,94.0,False,True,46.03,98121.0,-122.34434,76
Large Office,0698000040,DOWNTOWN,1,8,253103,61986,"Laboratory, Office, Other, Parking",Office,3.0,False,False,208.79,98121.0,-122.35686,39
Supermarket / Grocery Store,0767000060,NORTHWEST,1,1,60880,0,Supermarket/Grocery Store,Supermarket/Grocery Store,54.0,False,True,384.27,98117.0,-122.36374,67
Small- and Mid-Sized Office,0939000025,DOWNTOWN,1,5,50176,0,"Office, Other, Restaurant",Office,77.0,False,True,24.91,98104.0,-122.33202,123
Large Office,0939000060,DOWNTOWN,1,42,304346,0,"Office, Other - Restaurant/Bar, Retail Store, Single Family Home",Office,72.0,True,True,741.3,98104.0,-122.33174,111
Warehouse,0001800113,GREATER DUWAMISH,1,1,128800,0,"Non-Refrigerated Warehouse, Other",Non-Refrigerated Warehouse,97.0,False,True,78.92,98108.0,-122.33023,46
Large Office,0002400002,DOWNTOWN,1,8,321945,0,"Office, Performing Arts, Retail Store",Office,76.0,True,False,355.05,98101.0,-122.33388,96
Large Office,0002400002,DOWNTOWN,1,22,336330,0,"Office, Other - Restaurant/Bar, Parking",Office,77.0,True,True,530.66,98101.0,-122.33305,59
Large Office,0002400002,DOWNTOWN,1,21,298426,0,"Office, Other - Education, Parking",Office,79.0,True,False,1084.79,98101.0,-122.33588,63
Large Office,0002400003,DOWNTOWN,1,42,635824,0,"Financial Office, Office, Other, Parking, Restaurant",Office,69.0,False,False,337.97,98101.0,-122.33481,47
Hotel,0002400003,DOWNTOWN,1,12,542305,0,"Hotel, Swimming Pool",Hotel,45.0,True,True,2573.75,98101.0,-122.33391,100
Retail Store,0003600052,SOUTHEAST,1,2,291940,0,"Office, Retail Store",Retail Store,80.0,False,True,162.45,98144.0,-122.29744,43
Mixed Use Property,0007400015,GREATER DUWAMISH,1,1,88400,0,"Distribution Center, Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,42.0,False,True,116.03,98108.0,-122.29443,53
Warehouse,0164000120,NORTHWEST,1,1,52311,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,96.0,False,True,48.65,98133.0,-122.34677,63
Other,0209000030,LAKE UNION,1,5,141131,69710,"Office, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc)",Parking,,False,False,21.51,98109.0,-122.33028,14
Large Office,0209000050,LAKE UNION,1,5,176532,70067,"Office, Parking",Office,60.0,False,False,40.46,98109.0,-122.3296,22
Warehouse,0467000050,BALLARD,1,1,52500,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,2.0,False,True,70.47,98107.0,-122.3683,50
Warehouse,0467000420,BALLARD,1,2,57300,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,55.0,False,True,156.67,98107.0,-122.38476,64
Large Office,0653000250,DOWNTOWN,1,6,350310,0,"College/University, Office, Restaurant",Office,90.0,False,True,224.36,98121.0,-122.35263,107
Large Office,1974700120,DOWNTOWN,1,55,1400000,285000,"Office, Other, Parking, Restaurant",Office,92.0,True,True,588.9,98101.0,-122.33611,35
Hotel,1975700025,DOWNTOWN,1,21,305548,0,Hotel,Hotel,58.0,True,True,1510.85,98101.0,-122.33379,93
Large Office,1975700080,DOWNTOWN,1,46,1536606,512608,"Financial Office, Office, Other, Parking, Restaurant, Retail Store",Office,89.0,False,True,530.18,98101.0,-122.33466,34
Large Office,1975700095,DOWNTOWN,1,10,135918,0,Office,Office,91.0,True,False,193.72,98101.0,-122.33452,65
Retail Store,1975700115,DOWNTOWN,1,4,79957,0,"Office, Retail Store",Retail Store,25.0,False,False,36.61,98101.0,-122.33601,109
Large Office,1975700125,DOWNTOWN,1,4,127268,0,"Non-Refrigerated Warehouse, Office, Retail Store",Office,71.0,True,True,148.11,98101.0,-122.33528,102
Large Office,1975700160,DOWNTOWN,1,29,500000,0,"Office, Parking, Retail Store",Office,93.0,False,False,131.4,98101.0,-122.33494,40
Large Office,1975700235,DOWNTOWN,1,10,132326,0,"Office, Other, Retail Store",Office,72.0,True,True,65.2,98101.0,-122.3361,97
Large Office,1975700240,DOWNTOWN,1,6,109830,13200,"Office, Other, Parking, Retail Store",Office,45.0,False,False,51.14,98101.0,-122.3357,39
Hotel,1975700255,DOWNTOWN,1,19,332067,59280,Hotel,Hotel,6.0,True,True,1468.5,98101.0,-122.33572,50
Large Office,1975700305,DOWNTOWN,1,10,130513,0,"Office, Restaurant, Retail Store",Office,49.0,True,True,318.08,98101.0,-122.33687,113
Small- and Mid-Sized Office,1975700330,DOWNTOWN,1,8,60660,0,"Office, Retail Store",Office,,False,False,18.03,98101.0,-122.33647,103
Large Office,1975700340,DOWNTOWN,1,14,137350,0,Office,Office,89.0,True,False,202.99,98101.0,-122.33674,94
Large Office,1975700345,DOWNTOWN,1,15,151039,0,Office,Office,84.0,True,False,238.09,98101.0,-122.33625,94
Large Office,1975700390,DOWNTOWN,1,30,755000,134662,"Bank Branch, Office, Other, Parking, Restaurant",Office,72.0,True,True,793.05,98101.0,-122.33745,38
Small- and Mid-Sized Office,1975700440,DOWNTOWN,1,4,63540,0,Office,Office,72.0,False,True,74.83,98101.0,-122.33904,117
Large Office,1975700465,DOWNTOWN,1,10,130893,0,"Medical Office, Office, Supermarket/Grocery Store",Office,80.0,False,False,48.54,98101.0,-122.33824,96
Mixed Use Property,1975700580,DOWNTOWN,1,5,79920,0,"Office, Other, Retail Store",Office,,False,False,20.98,98101.0,-122.33899,113
Mixed Use Property,1976200205,DOWNTOWN,1,4,137400,0,"Food Sales, Multifamily Housing, Office, Other - Education, Other - Restaurant/Bar, Pre-school/Daycare, Restaurant, Retail Store, Supermarket/Grocery Store",Retail Store,,False,True,316.2,98101.0,-122.34119,115
Other,1976700045,DOWNTOWN,1,6,147852,86429,"Office, Other - Restaurant/Bar, Parking, Retail Store",Parking,,False,True,185.03,98101.0,-122.33446,27
Other,1976700055,DOWNTOWN,1,4,267335,166960,"Movie Theater, Other - Restaurant/Bar, Parking",Parking,,False,True,147.75,98101.0,-122.33421,27
Large Office,1976700125,DOWNTOWN,1,56,1605578,389860,"Office, Other, Parking",Office,97.0,True,True,525.78,98101.0,-122.33206,34
Large Office,1976700155,DOWNTOWN,1,36,794592,0,"Office, Other, Parking",Office,96.0,False,True,216.43,98101.0,-122.33229,43
Large Office,1976700185,DOWNTOWN,1,21,456304,93204,"Office, Parking",Office,74.0,False,False,135.23,98101.0,-122.33202,52
Large Office,1977200020,DOWNTOWN,1,12,115857,15140,"Office, Parking, Restaurant",Office,89.0,False,False,33.17,98101.0,-122.34089,37
Small- and Mid-Sized Office,1977200135,DOWNTOWN,1,4,87500,17500,"Office, Other",Office,72.0,False,False,31.72,98121.0,-122.34748,24
Large Office,1977200187,DOWNTOWN,1,11,374405,184776,"Laboratory, Office",Office,72.0,False,False,92.92,98121.0,-122.34778,25
Other,1977200740,DOWNTOWN,1,12,193500,38000,Other,Other,,False,False,100.65,98121.0,-122.34351,38
Large Office,1977200920,DOWNTOWN,1,11,102846,0,"Office, Retail Store",Office,96.0,True,False,281.55,98101.0,-122.34217,100
Small- and Mid-Sized Office,1977201245,DOWNTOWN,1,4,52800,0,"Office, Restaurant",Office,83.0,False,True,44.48,98121.0,-122.34059,98
Mixed Use Property,1977201315,DOWNTOWN,3,10,258497,0,"Data Center, Office, Parking, Restaurant, Retail Store",Parking,,True,False,418.9,98101.0,-122.33903,110
Retail Store,1977201320,DOWNTOWN,1,8,861702,0,"Other, Retail Store",Retail Store,,True,True,328.83,98181.0,-122.33815,94
Other,1978200010,EAST,1,5,206950,97400,Other,Other,,True,False,249.09,98101.0,-122.32922,24
Other,1978200280,EAST,1,9,46710,0,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,,True,False,130.69,98101.0,-122.32837,35
Medical Office,1978200280,EAST,1,3,266000,104000,"Medical Office, Parking",Medical Office,65.0,True,True,201.15,98101.0,-122.32837,78
Medical Office,1978200625,EAST,1,14,690158,407795,"Medical Office, Parking",Medical Office,58.0,False,False,147.49,98104.0,-122.32425,31
Mixed Use Property,1991200150,LAKE UNION,1,6,378443,177660,"Data Center, Office, Parking, Performing Arts, Restaurant, Retail Store",Parking,100.0,False,True,456.22,98109.0,-122.34857,22
Mixed Use Property,1991200170,LAKE UNION,1,6,213834,104922,"Data Center, Financial Office, Office, Other, Parking, Restaurant",Parking,100.0,False,True,530.59,98109.0,-122.34857,22
Hotel,1991200540,LAKE UNION,1,5,109017,29409,Hotel,Hotel,34.0,False,True,243.66,98109.0,-122.34588,44
Large Office,1992200170,MAGNOLIA / QUEEN ANNE,1,5,275734,38452,"Office, Parking",Office,77.0,False,False,114.14,98119.0,-122.36158,42
Warehouse,2024049016,GREATER DUWAMISH,1,1,123061,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,59.0,False,False,13.86,98104.0,-122.32522,22
Distribution Center,2024049060,GREATER DUWAMISH,1,1,59090,0,"Distribution Center, Office",Distribution Center,45.0,False,True,117.11,98108.0,-122.3255,60
Warehouse,2024049061,GREATER DUWAMISH,1,1,106000,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,93.0,False,False,5.32,98108.0,-122.32406,60
Large Office,2107700210,LAKE UNION,1,3,158600,38400,"Laboratory, Office, Parking",Office,19.0,False,True,236.9,98102.0,-122.32634,61
Distribution Center,2136200695,GREATER DUWAMISH,1,1,119661,0,Distribution Center,Distribution Center,97.0,False,True,5.44,98108.0,-122.3232,63
Large Office,2163901080,LAKE UNION,1,7,139200,44728,Office,Office,81.0,False,False,30.27,98109.0,-122.32826,22
Small- and Mid-Sized Office,2249000245,MAGNOLIA / QUEEN ANNE,1,6,95721,33921,"Office, Parking",Office,95.0,False,False,21.36,98119.0,-122.34287,39
Large Office,2249500490,MAGNOLIA / QUEEN ANNE,2,5,213283,115228,"Office, Parking",Office,83.0,False,False,39.47,98109.0,-122.34194,27
Large Office,2264501110,LAKE UNION,1,3,103697,47656,Office,Office,7.0,False,True,374.92,98103.0,-122.33924,22
Small- and Mid-Sized Office,2434900010,NORTH,1,5,74880,0,"Office, Parking",Office,56.0,False,False,35.8,98125.0,-122.32659,49
Small- and Mid-Sized Office,2434900020,NORTH,1,6,88774,0,"Office, Parking",Office,53.0,False,False,42.03,98115.0,-122.32663,44
Large Office,2434900030,NORTH,1,5,122250,0,"Adult Education, Bank Branch, Office, Parking",Office,93.0,False,False,38.59,98115.0,-122.3268,40
Small- and Mid-Sized Office,2434900100,NORTH,1,4,53730,0,"Office, Parking",Office,20.0,False,False,33.06,98115.0,-122.32487,44
Small- and Mid-Sized Office,2444600005,DELRIDGE,1,3,55593,0,Office,Office,55.0,False,True,93.23,98101.0,-122.36416,63
Large Office,2467400315,LAKE UNION,1,4,134056,60960,"Office, Parking",Office,54.0,False,False,32.73,98109.0,-122.33224,41
Retail Store,2617650020,GREATER DUWAMISH,1,1,158415,0,Retail Store,Retail Store,25.0,False,True,454.49,98199.0,-122.33076,18
Large Office,2693100010,LAKE UNION,1,8,287819,0,"Data Center, Office, Other, Restaurant",Office,,False,True,349.07,98109.0,-122.33651,94
Other,1979200225,EAST,1,8,158738,0,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,,True,True,1268.87,98101.0,-122.32793,48
Small- and Mid-Sized Office,1989201010,MAGNOLIA / QUEEN ANNE,1,4,86995,28800,"Office, Parking",Office,81.0,False,False,20.86,98109.0,-122.35706,38
Retail Store,1982202070,BALLARD,1,1,164437,0,"Parking, Retail Store, Supermarket/Grocery Store",Retail Store,62.0,False,True,326.18,98107.0,-122.36857,24
Large Office,1983200150,LAKE UNION,1,5,184482,66234,"Office, Other, Parking",Office,95.0,False,True,40.47,98109.0,-122.33755,14
Laboratory,1983200160,LAKE UNION,1,3,55200,0,"Data Center, Laboratory",Laboratory,,False,True,269.71,98109.0,-122.33743,95
Laboratory,1983200200,LAKE UNION,1,4,241159,111793,Laboratory,Laboratory,,False,True,849.83,98109.0,-122.33753,20
Large Office,1983200245,LAKE UNION,1,6,139282,52582,"Financial Office, Food Service, Office, Other, Parking",Office,96.0,False,False,22.57,98109.0,-122.33804,19
Large Office,1983200585,LAKE UNION,1,5,271071,98700,"Medical Office, Office, Parking",Office,96.0,False,True,61.93,98109.0,-122.3356,14
Warehouse,1984200035,LAKE UNION,1,5,127800,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,56.0,False,True,29.53,98109.0,-122.33389,109
Large Office,1984200135,LAKE UNION,1,5,560516,206597,"Office, Parking",Office,71.0,False,True,632.4,98109.0,-122.33035,21
Large Office,1984200185,LAKE UNION,1,6,226592,95000,"Office, Parking",Office,49.0,False,True,94.64,98109.0,-122.33128,22
Other,1984200455,LAKE UNION,1,5,535947,0,"Other, Parking",Other,,False,True,3995.45,98109.0,-122.33035,26
Mixed Use Property,1986200135,LAKE UNION,1,5,159700,50654,"Office, Other, Parking, Retail Store",Other,,False,True,726.96,98109.0,-122.33885,20
Large Office,1986200185,LAKE UNION,1,4,209816,73673,"Fitness Center/Health Club/Gym, Office, Parking, Restaurant",Office,97.0,False,True,122.68,98109.0,-122.33744,17
Large Office,1986200215,LAKE UNION,1,6,303103,109905,"Bank Branch, Office, Parking",Office,97.0,False,True,69.59,98109.0,-122.33814,17
Mixed Use Property,1986200380,LAKE UNION,1,3,67380,0,"Non-Refrigerated Warehouse, Office, Other, Other - Entertainment/Public Assembly, Parking",Non-Refrigerated Warehouse,66.0,False,True,74.1,98109.0,-122.33687,69
